Open_time,Open,High,Low,Close,Volume,Close_time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignored
2020-07-12 13:30:00,0.00197310,0.00197320,0.00194800,0.00197220,72021.35000000,1594562399999,141.19714997,5606,36019.99000000,70.63159236,0
2020-07-12 14:00:00,0.00197220,0.00197220,0.00196330,0.00196870,16449.92000000,1594564199999,32.34847013,1485,8574.22000000,16.86244380,0
2020-07-12 14:30:00,0.00196790,0.00198340,0.00196650,0.00198040,16098.51000000,1594565999999,31.80535268,1741,8776.69000000,17.33087022,0
2020-07-12 15:00:00,0.00198040,0.00198300,0.00197250,0.00198020,9447.63000000,1594567799999,18.68978418,1271,4408.87000000,8.72510914,0
2020-07-12 15:30:00,0.00198000,0.00198140,0.00197300,0.00197330,8809.97000000,1594569599999,17.42245813,1185,3822.86000000,7.56395762,0
2020-07-12 16:00:00,0.00197330,0.00197330,0.00196000,0.00197080,24566.04000000,1594571399999,48.31672961,2260,10671.54000000,20.99131892,0
2020-07-12 16:30:00,0.00197090,0.00197210,0.00196260,0.00196740,11609.05000000,1594573199999,22.83975207,1593,4913.13000000,9.66739760,0
2020-07-12 17:00:00,0.00196870,0.00197480,0.00196710,0.00197480,9531.10000000,1594574999999,18.78812121,1135,3944.76000000,7.77926017,0
2020-07-12 17:30:00,0.00197460,0.00197750,0.00197240,0.00197720,6942.03000000,1594576799999,13.70785091,843,3926.74000000,7.75463452,0
2020-07-12 18:00:00,0.00197740,0.00199290,0.00197740,0.00199010,28500.78000000,1594578599999,56.65315018,2161,16605.64000000,32.98616910,0
2020-07-12 18:30:00,0.00199000,0.00199200,0.00198260,0.00198990,9982.06000000,1594580399999,19.84017890,1108,4459.99000000,8.86476930,0
2020-07-12 19:00:00,0.00198990,0.00198990,0.00197520,0.00197860,9138.22000000,1594582199999,18.11730108,1325,3156.42000000,6.25750225,0
2020-07-12 19:30:00,0.00197850,0.00198120,0.00197010,0.00197740,15666.62000000,1594583999999,30.95692386,1602,6664.44000000,13.17403157,0
2020-07-12 20:00:00,0.00197810,0.00197890,0.00197270,0.00197400,10651.71000000,1594585799999,21.04524180,1127,4347.77000000,8.59064967,0
2020-07-12 20:30:00,0.00197310,0.00197370,0.00196780,0.00196930,9137.66000000,1594587599999,18.00409242,1248,4010.73000000,7.90346577,0
2020-07-12 21:00:00,0.00196950,0.00197100,0.00196860,0.00196950,4794.18000000,1594589399999,9.44329818,791,3051.60000000,6.01088863,0
2020-07-12 21:30:00,0.00196930,0.00196980,0.00196200,0.00196400,10806.32000000,1594591199999,21.23892331,1447,4424.85000000,8.69741040,0
2020-07-12 22:00:00,0.00196380,0.00196980,0.00196210,0.00196870,11068.17000000,1594592999999,21.76430259,1246,4897.30000000,9.63161777,0
2020-07-12 22:30:00,0.00196850,0.00196870,0.00195690,0.00195820,17119.50000000,1594594799999,33.57140924,1578,6885.78000000,13.50230814,0
2020-07-12 23:00:00,0.00195840,0.00196240,0.00195700,0.00195750,10161.54000000,1594596599999,19.90985611,1045,6090.97000000,11.93301344,0
2020-07-12 23:30:00,0.00195750,0.00197010,0.00195660,0.00196910,16110.42000000,1594598399999,31.66537620,1845,10555.78000000,20.75038471,0
2020-07-13 00:00:00,0.00196860,0.00196860,0.00195740,0.00196140,28618.06000000,1594600199999,56.11079659,1547,16451.22000000,32.25611821,0
2020-07-13 00:30:00,0.00196120,0.00196120,0.00195000,0.00195610,31426.49000000,1594601999999,61.46964774,2035,15490.10000000,30.31885050,0
2020-07-13 01:00:00,0.00195590,0.00195680,0.00193260,0.00193400,49175.19000000,1594603799999,95.54151338,3738,20502.14000000,39.84668843,0
2020-07-13 01:30:00,0.00193420,0.00194100,0.00193200,0.00193650,40563.90000000,1594605599999,78.53494324,2167,17664.59000000,34.20464573,0
2020-07-13 02:00:00,0.00193670,0.00193770,0.00191060,0.00193220,61204.91000000,1594607399999,117.73619463,4251,26399.11000000,50.82755223,0
2020-07-13 02:30:00,0.00193210,0.00194220,0.00192680,0.00194030,21096.31000000,1594609199999,40.83599065,1862,12807.79000000,24.79599422,0
2020-07-13 03:00:00,0.00194020,0.00195350,0.00193870,0.00194600,48648.17000000,1594610999999,94.75861602,2152,21861.84000000,42.57111013,0
2020-07-13 03:30:00,0.00194600,0.00195300,0.00194570,0.00194710,13770.15000000,1594612799999,26.84416406,1058,6653.58000000,12.97328209,0
2020-07-13 04:00:00,0.00194680,0.00194920,0.00193720,0.00194270,14885.54000000,1594614599999,28.93378525,1394,6104.56000000,11.87020445,0
2020-07-13 04:30:00,0.00194280,0.00194890,0.00194270,0.00194810,9503.93000000,1594616399999,18.49367809,1061,5783.82000000,11.25493815,0
2020-07-13 05:00:00,0.00194800,0.00195270,0.00194800,0.00195150,9872.60000000,1594618199999,19.25756228,1213,5966.50000000,11.63921299,0
2020-07-13 05:30:00,0.00195160,0.00195350,0.00194800,0.00195000,9515.78000000,1594619999999,18.57184491,1086,4842.45000000,9.45315364,0
2020-07-13 06:00:00,0.00194990,0.00195050,0.00194200,0.00195050,17470.47000000,1594621799999,34.00423728,2141,8525.30000000,16.59327104,0
2020-07-13 06:30:00,0.00195030,0.00195050,0.00193890,0.00194020,20373.96000000,1594623599999,39.56632363,1729,9833.26000000,19.09766580,0
2020-07-13 07:00:00,0.00194000,0.00195270,0.00193980,0.00195130,15160.57000000,1594625399999,29.50479000,1495,10785.22000000,20.99186101,0
2020-07-13 07:30:00,0.00195160,0.00195850,0.00195000,0.00195780,32858.89000000,1594627199999,64.20667828,2850,11932.71000000,23.33077716,0
2020-07-13 08:00:00,0.00195790,0.00196660,0.00195510,0.00196600,18305.69000000,1594628999999,35.88252871,2039,12797.34000000,25.08697964,0
2020-07-13 08:30:00,0.00196600,0.00196930,0.00195900,0.00196210,20186.20000000,1594630799999,39.60915267,1606,5821.11000000,11.43097920,0
2020-07-13 09:00:00,0.00196180,0.00196350,0.00195700,0.00195910,15786.70000000,1594632599999,30.96575756,1692,7433.84000000,14.58715801,0
2020-07-13 09:30:00,0.00195850,0.00196310,0.00195700,0.00196130,16602.63000000,1594634399999,32.55275686,1341,7618.26000000,14.93434091,0
2020-07-13 10:00:00,0.00196130,0.00196450,0.00195830,0.00196270,9067.56000000,1594636199999,17.79871059,952,6145.06000000,12.06384330,0
2020-07-13 10:30:00,0.00196250,0.00196970,0.00196250,0.00196410,12469.67000000,1594637999999,24.52286455,1365,4897.14000000,9.63385537,0
2020-07-13 11:00:00,0.00196440,0.00199010,0.00196410,0.00199010,52713.81000000,1594639799999,104.21866906,3688,35797.67000000,70.78570189,0
2020-07-13 11:30:00,0.00199000,0.00202390,0.00198990,0.00201300,90649.15000000,1594641599999,182.03966295,7977,65231.49000000,130.98046612,0
2020-07-13 12:00:00,0.00201300,0.00202990,0.00200280,0.00202980,59324.49000000,1594643399999,119.61465390,4088,41787.70000000,84.28805351,0
2020-07-13 12:30:00,0.00202970,0.00203500,0.00201500,0.00201880,33311.23000000,1594645199999,67.52157546,3511,20381.72000000,41.33149599,0
2020-07-13 13:00:00,0.00201910,0.00202890,0.00200490,0.00202830,49797.10000000,1594646999999,100.39337438,4041,26110.58000000,52.68092120,0
2020-07-13 13:30:00,0.00202800,0.00203820,0.00201850,0.00202280,60389.11000000,1594648799999,122.65349378,4096,22904.57000000,46.51332480,0
2020-07-13 14:00:00,0.00202360,0.00203310,0.00202020,0.00202550,25169.70000000,1594650599999,51.03729032,1914,11635.23000000,23.60210118,0
2020-07-13 14:30:00,0.00202550,0.00202740,0.00200350,0.00200860,24826.10000000,1594652399999,50.01383543,2658,7525.43000000,15.15786931,0
2020-07-13 15:00:00,0.00200900,0.00202810,0.00200760,0.00202750,23956.15000000,1594654199999,48.35608944,2279,11204.89000000,22.60788577,0
2020-07-13 15:30:00,0.00202750,0.00202750,0.00200500,0.00201520,32879.22000000,1594655999999,66.21468414,2889,12130.82000000,24.43896685,0
2020-07-13 16:00:00,0.00201510,0.00202580,0.00201470,0.00202350,14840.91000000,1594657799999,29.99350002,1917,9594.48000000,19.39362023,0
2020-07-13 16:30:00,0.00202340,0.00203430,0.00202230,0.00203280,123625.61000000,1594659599999,250.64400474,1858,18037.97000000,36.59889219,0
2020-07-13 17:00:00,0.00203300,0.00203550,0.00202650,0.00203150,45104.74000000,1594661399999,91.67309588,2007,9878.53000000,20.07609261,0
2020-07-13 17:30:00,0.00203150,0.00203380,0.00202640,0.00202800,15106.00000000,1594663199999,30.66160056,1473,6958.51000000,14.12260184,0
2020-07-13 18:00:00,0.00202800,0.00203000,0.00201300,0.00201510,19280.67000000,1594664999999,38.96867752,2095,8602.02000000,17.39190376,0
2020-07-13 18:30:00,0.00201490,0.00201500,0.00199840,0.00199970,45874.44000000,1594666799999,92.01844992,3318,18712.62000000,37.53437599,0
2020-07-13 19:00:00,0.00199870,0.00200770,0.00197780,0.00197960,36680.39000000,1594668599999,73.09895992,3590,16237.74000000,32.42024723,0
2020-07-13 19:30:00,0.00198060,0.00198570,0.00195120,0.00197640,59263.36000000,1594670399999,116.72557307,7014,25844.98000000,50.96632226,0
2020-07-13 20:00:00,0.00197670,0.00198480,0.00194770,0.00198090,57730.48000000,1594672199999,113.38706117,5913,28748.12000000,56.51177691,0
2020-07-13 20:30:00,0.00198150,0.00199370,0.00197890,0.00198840,31683.40000000,1594673999999,62.93454808,3436,14686.98000000,29.18846737,0
2020-07-13 21:00:00,0.00198840,0.00198930,0.00197620,0.00198100,10106.34000000,1594675799999,20.03377657,1658,3973.37000000,7.87257080,0
2020-07-13 21:30:00,0.00198150,0.00198660,0.00197680,0.00197980,6810.88000000,1594677599999,13.49174970,1046,3225.65000000,6.39010835,0
2020-07-13 22:00:00,0.00197970,0.00198020,0.00195330,0.00196420,21811.35000000,1594679399999,42.87330257,2797,8457.11000000,16.63100227,0
2020-07-13 22:30:00,0.00196460,0.00197430,0.00195900,0.00196830,49162.24000000,1594681199999,96.75602614,1824,13026.83000000,25.60943321,0
2020-07-13 23:00:00,0.00196820,0.00198380,0.00196370,0.00198380,35601.69000000,1594682999999,70.20830742,2215,16141.72000000,31.84903767,0
2020-07-13 23:30:00,0.00198310,0.00199310,0.00197790,0.00199150,23001.32000000,1594684799999,45.68012019,2117,12135.40000000,24.10721976,0
2020-07-14 00:00:00,0.00199130,0.00200460,0.00196770,0.00200300,50246.85000000,1594686599999,99.84956220,3875,28231.24000000,56.17157378,0
2020-07-14 00:30:00,0.00200280,0.00200990,0.00199200,0.00200790,44496.32000000,1594688399999,89.08954015,2855,26528.32000000,53.13500641,0
2020-07-14 01:00:00,0.00200770,0.00202380,0.00200180,0.00202330,61747.58000000,1594690199999,124.42004822,3441,38754.16000000,78.10457788,0
2020-07-14 01:30:00,0.00202280,0.00202530,0.00201700,0.00202070,26909.92000000,1594691999999,54.42169322,1592,17172.55000000,34.73428096,0
2020-07-14 02:00:00,0.00202010,0.00203100,0.00201060,0.00202440,43368.36000000,1594693799999,87.62990766,2362,23405.87000000,47.33391600,0
2020-07-14 02:30:00,0.00202410,0.00202450,0.00200530,0.00200570,17399.22000000,1594695599999,35.06376074,1831,8126.35000000,16.37782274,0
2020-07-14 03:00:00,0.00200560,0.00200690,0.00197490,0.00198270,30659.78000000,1594697399999,60.99786410,3550,15900.07000000,31.60752312,0
2020-07-14 03:30:00,0.00198250,0.00198460,0.00196740,0.00196950,21732.53000000,1594699199999,42.99095036,1836,9319.35000000,18.44010514,0
2020-07-14 04:00:00,0.00196980,0.00198000,0.00196600,0.00197380,26956.28000000,1594700999999,53.17521844,2314,14078.51000000,27.77559432,0
