Open_time,Open,High,Low,Close,Volume,Close_time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignored
2020-07-14 04:30:00,0.00197380,0.00198760,0.00197110,0.00198360,19746.39000000,1594702799999,39.11784872,1732,11806.77000000,23.38601263,0
2020-07-14 05:00:00,0.00198370,0.00198370,0.00197340,0.00198000,11852.19000000,1594704599999,23.44940593,1289,5786.98000000,11.44667586,0
2020-07-14 05:30:00,0.00198010,0.00198550,0.00197910,0.00198050,11948.70000000,1594706399999,23.67520975,1053,3386.83000000,6.71305918,0
2020-07-14 06:00:00,0.00198110,0.00198160,0.00197000,0.00197770,14488.91000000,1594708199999,28.61572154,1310,6607.81000000,13.05219477,0
2020-07-14 06:30:00,0.00197680,0.00198020,0.00197360,0.00197690,11091.88000000,1594709999999,21.93476904,987,4915.06000000,9.71993916,0
2020-07-14 07:00:00,0.00197690,0.00197690,0.00196580,0.00197140,13388.95000000,1594711799999,26.39817233,1415,4974.75000000,9.81275202,0
2020-07-14 07:30:00,0.00197160,0.00197370,0.00196500,0.00197020,20648.61000000,1594713599999,40.65609894,1281,11633.48000000,22.90596509,0
2020-07-14 08:00:00,0.00197000,0.00198600,0.00196940,0.00198320,24095.43000000,1594715399999,47.63579157,1865,13977.28000000,27.62351149,0
2020-07-14 08:30:00,0.00198300,0.00199950,0.00198000,0.00198930,41730.49000000,1594717199999,82.97159605,2561,22767.68000000,45.29291510,0
2020-07-14 09:00:00,0.00198930,0.00199700,0.00198480,0.00199560,12110.32000000,1594718999999,24.12118173,1533,5463.72000000,10.88741934,0
2020-07-14 09:30:00,0.00199490,0.00200480,0.00198870,0.00200460,19372.79000000,1594720799999,38.69196802,1814,11264.84000000,22.50832549,0
2020-07-14 10:00:00,0.00200470,0.00200500,0.00197810,0.00198800,35467.75000000,1594722599999,70.62807534,2529,10978.16000000,21.83816653,0
2020-07-14 10:30:00,0.00198800,0.00198800,0.00197000,0.00197700,23577.88000000,1594724399999,46.62648898,2182,7529.84000000,14.89220954,0
2020-07-14 11:00:00,0.00197730,0.00198770,0.00195710,0.00196880,46898.28000000,1594726199999,92.42162850,3685,15594.00000000,30.76005465,0
2020-07-14 11:30:00,0.00196950,0.00197530,0.00196400,0.00197030,22819.99000000,1594727999999,44.95610637,2218,8424.81000000,16.59814104,0
2020-07-14 12:00:00,0.00197050,0.00197610,0.00195630,0.00196080,44818.82000000,1594729799999,88.02190653,3430,22370.99000000,43.98267594,0
2020-07-14 12:30:00,0.00196090,0.00196950,0.00195910,0.00196190,24440.47000000,1594731599999,48.01540751,1866,10299.39000000,20.23905224,0
2020-07-14 13:00:00,0.00196150,0.00196570,0.00195190,0.00195590,22715.74000000,1594733399999,44.45184484,2299,10214.73000000,19.99122840,0
2020-07-14 13:30:00,0.00195590,0.00196730,0.00194620,0.00194870,38951.93000000,1594735199999,76.26797009,3227,18043.55000000,35.34656276,0
2020-07-14 14:00:00,0.00194910,0.00195980,0.00194740,0.00195930,12686.94000000,1594736999999,24.78593523,1197,4238.58000000,8.28479841,0
2020-07-14 14:30:00,0.00195920,0.00196840,0.00195490,0.00196700,25677.09000000,1594738799999,50.37304623,2529,10298.20000000,20.20785342,0
2020-07-14 15:00:00,0.00196720,0.00196870,0.00196000,0.00196470,14315.95000000,1594740599999,28.10444598,1801,5873.59000000,11.53243756,0
2020-07-14 15:30:00,0.00196490,0.00197200,0.00196450,0.00196650,27732.73000000,1594742399999,54.59611754,2193,9274.53000000,18.26024148,0
2020-07-14 16:00:00,0.00196610,0.00196990,0.00196000,0.00196290,17308.19000000,1594744199999,33.99426151,1826,8632.79000000,16.96003715,0
2020-07-14 16:30:00,0.00196300,0.00196870,0.00196140,0.00196790,18130.06000000,1594745999999,35.62534665,1132,10499.03000000,20.63050217,0
2020-07-14 17:00:00,0.00196790,0.00197200,0.00196130,0.00196240,54280.28000000,1594747799999,106.91275323,1696,7093.90000000,13.97183668,0
2020-07-14 17:30:00,0.00196240,0.00196970,0.00196120,0.00196570,14745.56000000,1594749599999,28.97866433,1353,7956.87000000,15.63575556,0
2020-07-14 18:00:00,0.00196520,0.00197680,0.00196490,0.00197570,18125.58000000,1594751399999,35.74992084,1387,5947.36000000,11.72826856,0
2020-07-14 18:30:00,0.00197590,0.00197770,0.00197250,0.00197490,8532.17000000,1594753199999,16.85519411,1135,4296.22000000,8.48742055,0
2020-07-14 19:00:00,0.00197500,0.00197520,0.00195900,0.00195990,24496.53000000,1594754999999,48.15331559,2051,14795.30000000,29.07468647,0
2020-07-14 19:30:00,0.00195990,0.00196800,0.00195720,0.00196750,22721.70000000,1594756799999,44.57551026,1438,16257.20000000,31.88996798,0
2020-07-14 20:00:00,0.00196710,0.00196970,0.00195990,0.00196130,12816.71000000,1594758599999,25.17100616,1245,5353.08000000,10.51334526,0
2020-07-14 20:30:00,0.00196120,0.00196160,0.00194040,0.00194730,52135.57000000,1594760399999,101.63149622,3244,23104.09000000,45.06456989,0
2020-07-14 21:00:00,0.00194700,0.00195000,0.00194040,0.00194760,12097.89000000,1594762199999,23.51717298,1232,6316.68000000,12.27960005,0
2020-07-14 21:30:00,0.00194750,0.00194790,0.00193760,0.00194320,16739.93000000,1594763999999,32.50231409,1425,4538.21000000,8.81758448,0
2020-07-14 22:00:00,0.00194310,0.00195510,0.00194310,0.00194740,13248.46000000,1594765799999,25.83047128,1382,6994.84000000,13.63919481,0
2020-07-14 22:30:00,0.00194750,0.00195430,0.00194480,0.00194810,17344.54000000,1594767599999,33.82834848,1174,12243.77000000,23.88235666,0
2020-07-14 23:00:00,0.00194830,0.00195800,0.00194690,0.00195770,26657.05000000,1594769399999,52.07862841,1159,17935.22000000,35.03714642,0
2020-07-14 23:30:00,0.00195800,0.00195890,0.00195230,0.00195340,15989.67000000,1594771199999,31.28722040,894,9304.85000000,18.20854105,0
2020-07-15 00:00:00,0.00195350,0.00195700,0.00194820,0.00195500,20146.19000000,1594772999999,39.33340188,1225,11424.66000000,22.30868257,0
2020-07-15 00:30:00,0.00195460,0.00195640,0.00194770,0.00195020,20204.27000000,1594774799999,39.40892303,1052,11018.96000000,21.49053753,0
2020-07-15 01:00:00,0.00195070,0.00195500,0.00194920,0.00195180,32179.48000000,1594776599999,62.85229358,1143,23228.55000000,45.37523487,0
2020-07-15 01:30:00,0.00195090,0.00195490,0.00194920,0.00195330,22259.63000000,1594778399999,43.45533461,906,13254.19000000,25.87808487,0
2020-07-15 02:00:00,0.00195330,0.00195500,0.00194960,0.00195150,12592.97000000,1594780199999,24.59735246,911,5403.90000000,10.55746465,0
2020-07-15 02:30:00,0.00195160,0.00195500,0.00194960,0.00195410,15623.63000000,1594781999999,30.51209409,915,6571.66000000,12.83453181,0
2020-07-15 03:00:00,0.00195420,0.00195900,0.00195140,0.00195670,19256.91000000,1594783799999,37.65424591,1381,9730.94000000,19.02949908,0
2020-07-15 03:30:00,0.00195670,0.00195700,0.00195110,0.00195190,45059.10000000,1594785599999,88.03813852,870,23981.77000000,46.85324808,0
2020-07-15 04:00:00,0.00195190,0.00195190,0.00194270,0.00194720,35993.46000000,1594787399999,70.06005353,1687,23666.89000000,46.06111380,0
2020-07-15 04:30:00,0.00194740,0.00195130,0.00194480,0.00194780,29655.34000000,1594789199999,57.73518095,1001,23806.97000000,46.35056205,0
2020-07-15 05:00:00,0.00194820,0.00195180,0.00194510,0.00194690,26278.06000000,1594790999999,51.21041679,1041,19865.42000000,38.71301528,0
2020-07-15 05:30:00,0.00194750,0.00195170,0.00194610,0.00195170,30641.82000000,1594792799999,59.70828268,947,23124.11000000,45.06020849,0
2020-07-15 06:00:00,0.00195170,0.00195180,0.00194750,0.00194860,27918.86000000,1594794599999,54.42824018,1216,20092.12000000,39.16903960,0
2020-07-15 06:30:00,0.00194870,0.00195120,0.00194500,0.00194670,24666.09000000,1594796399999,48.04360689,1245,18094.00000000,35.24253834,0
2020-07-15 07:00:00,0.00194670,0.00194720,0.00192520,0.00193410,35134.12000000,1594798199999,67.92502239,3230,14151.35000000,27.35537112,0
2020-07-15 07:30:00,0.00193450,0.00193630,0.00193020,0.00193250,10376.40000000,1594799999999,20.05312051,971,4806.59000000,9.29033571,0
2020-07-15 08:00:00,0.00193250,0.00193390,0.00190680,0.00192040,42735.82000000,1594801799999,82.09021122,3654,13697.58000000,26.33241314,0
2020-07-15 08:30:00,0.00192040,0.00192490,0.00191650,0.00191810,12054.11000000,1594803599999,23.15764088,1566,6587.21000000,12.65596827,0
2020-07-15 09:00:00,0.00191850,0.00191850,0.00189310,0.00190210,30193.15000000,1594805399999,57.51674067,3411,6910.13000000,13.15919869,0
2020-07-15 09:30:00,0.00190230,0.00191700,0.00189710,0.00190980,33558.72000000,1594807199999,64.01589529,2715,15923.79000000,30.37409465,0
2020-07-15 10:00:00,0.00190990,0.00192450,0.00190590,0.00192430,13926.77000000,1594808999999,26.70545868,1890,7415.56000000,14.22127694,0
2020-07-15 10:30:00,0.00192450,0.00192640,0.00191760,0.00192300,13766.28000000,1594810799999,26.45436491,1403,4636.93000000,8.91245853,0
2020-07-15 11:00:00,0.00192370,0.00192610,0.00191800,0.00192420,12730.72000000,1594812599999,24.46691828,1457,5715.65000000,10.98876380,0
2020-07-15 11:30:00,0.00192420,0.00192470,0.00191400,0.00191600,10569.10000000,1594814399999,20.28866488,1155,4937.63000000,9.47550668,0
2020-07-15 12:00:00,0.00191600,0.00193110,0.00191430,0.00193040,18973.72000000,1594816199999,36.53641923,1419,10575.03000000,20.35763418,0
2020-07-15 12:30:00,0.00193060,0.00193400,0.00192660,0.00193300,15625.03000000,1594817999999,30.17481279,1715,7397.72000000,14.28639453,0
2020-07-15 13:00:00,0.00193300,0.00193830,0.00193050,0.00193760,13782.11000000,1594819799999,26.66704393,1689,10826.02000000,20.94810510,0
2020-07-15 13:30:00,0.00193770,0.00194100,0.00193010,0.00193230,17162.74000000,1594821599999,33.22095244,1711,6296.28000000,12.19709201,0
2020-07-15 14:00:00,0.00193250,0.00193310,0.00192280,0.00192990,19956.95000000,1594823399999,38.47146643,2228,9124.60000000,17.59623034,0
2020-07-15 14:30:00,0.00192990,0.00193850,0.00192890,0.00192890,17567.97000000,1594825199999,33.98379502,1666,13122.45000000,25.38823362,0
2020-07-15 15:00:00,0.00192890,0.00193130,0.00191750,0.00192010,16947.75000000,1594826999999,32.58427484,2430,6165.02000000,11.85615308,0
2020-07-15 15:30:00,0.00192010,0.00192390,0.00191030,0.00191590,17064.68000000,1594828799999,32.70818301,1950,5938.37000000,11.38799690,0
2020-07-15 16:00:00,0.00191560,0.00192300,0.00190800,0.00191370,17544.70000000,1594830599999,33.60127944,1923,8611.58000000,16.49754559,0
2020-07-15 16:30:00,0.00191360,0.00191960,0.00190440,0.00191360,19343.34000000,1594832399999,36.99673582,1576,11153.01000000,21.34182013,0
2020-07-15 17:00:00,0.00191360,0.00192310,0.00191300,0.00192030,13646.75000000,1594834199999,26.19574290,1241,8895.51000000,17.07692107,0
2020-07-15 17:30:00,0.00192100,0.00192150,0.00191230,0.00191370,9964.19000000,1594835999999,19.09431009,1072,5355.62000000,10.26323561,0
2020-07-15 18:00:00,0.00191370,0.00192020,0.00190450,0.00191410,25482.29000000,1594837799999,48.72417903,1629,7582.37000000,14.50449906,0
2020-07-15 18:30:00,0.00191410,0.00191610,0.00190970,0.00191330,8263.50000000,1594839599999,15.81325967,1029,3947.44000000,7.55581102,0
2020-07-15 19:00:00,0.00191350,0.00192060,0.00191110,0.00191860,8686.47000000,1594841399999,16.63775757,1212,5456.86000000,10.45389583,0
2020-07-15 19:30:00,0.00191970,0.00192010,0.00190180,0.00190370,13394.52000000,1594843199999,25.54821519,1717,4014.71000000,7.65492160,0
2020-07-15 20:00:00,0.00190380,0.00191020,0.00190110,0.00190370,23661.01000000,1594844999999,45.08473586,1611,11967.91000000,22.81116996,0
2020-07-15 20:30:00,0.00190380,0.00190690,0.00190000,0.00190020,11267.82000000,1594846799999,21.43988420,1030,3864.51000000,7.35886589,0
2020-07-15 21:00:00,0.00190020,0.00190340,0.00189390,0.00189650,17771.98000000,1594848599999,33.72992301,1598,7951.25000000,15.08934521,0
2020-07-15 21:30:00,0.00189650,0.00190480,0.00189350,0.00190050,23745.82000000,1594850399999,45.10885620,1410,13004.89000000,24.70111489,0
2020-07-15 22:00:00,0.00190050,0.00190660,0.00189850,0.00190000,9356.97000000,1594852199999,17.79743960,1026,5398.23000000,10.26860094,0
2020-07-15 22:30:00,0.00190010,0.00190600,0.00189790,0.00190560,10860.43000000,1594853999999,20.64055558,1033,4789.18000000,9.10409040,0
2020-07-15 23:00:00,0.00190480,0.00191020,0.00189770,0.00190190,45454.72000000,1594855799999,86.51218947,1518,12770.06000000,24.31074019,0
2020-07-15 23:30:00,0.00190200,0.00191740,0.00190200,0.00191730,21331.95000000,1594857599999,40.77036365,1613,11054.47000000,21.12795954,0
2020-07-16 00:00:00,0.00191730,0.00191760,0.00190040,0.00190230,20436.79000000,1594859399999,38.97843849,1930,9343.51000000,17.82985334,0
2020-07-16 00:30:00,0.00190150,0.00191470,0.00190030,0.00191020,28371.54000000,1594861199999,54.04563396,1404,21291.70000000,40.55602885,0
2020-07-16 01:00:00,0.00191030,0.00192500,0.00190700,0.00192380,32176.61000000,1594862999999,61.60943780,2192,22953.69000000,43.95677317,0
2020-07-16 01:30:00,0.00192390,0.00192400,0.00191640,0.00191940,24993.92000000,1594864799999,48.00852089,1344,15308.95000000,29.41069814,0
2020-07-16 02:00:00,0.00191960,0.00191970,0.00190920,0.00190920,14694.74000000,1594866599999,28.12288216,1201,7752.66000000,14.84282176,0
2020-07-16 02:30:00,0.00190940,0.00191170,0.00190690,0.00190990,29726.52000000,1594868399999,56.76076102,927,27078.72000000,51.70635548,0
2020-07-16 03:00:00,0.00190990,0.00191110,0.00190220,0.00190400,21726.30000000,1594870199999,41.48844225,797,19092.79000000,36.46641085,0
2020-07-16 03:30:00,0.00190450,0.00190780,0.00190240,0.00190390,29763.87000000,1594871999999,56.72356190,834,26376.57000000,50.26980829,0
2020-07-16 04:00:00,0.00190390,0.00190930,0.00190040,0.00190930,37188.95000000,1594873799999,70.77767743,2255,19421.29000000,36.96009612,0
2020-07-16 04:30:00,0.00190930,0.00191030,0.00189890,0.00190160,22506.50000000,1594875599999,42.82708229,1113,11551.82000000,21.99411392,0
2020-07-16 05:00:00,0.00190160,0.00190390,0.00189890,0.00190300,10993.18000000,1594877399999,20.90126861,832,8018.28000000,15.24520810,0
2020-07-16 05:30:00,0.00190300,0.00190740,0.00189970,0.00190220,18780.31000000,1594879199999,35.75409660,1145,12961.45000000,24.67725644,0
2020-07-16 06:00:00,0.00190250,0.00190700,0.00190010,0.00190630,11769.67000000,1594880999999,22.41280162,950,6055.44000000,11.53123484,0
2020-07-16 06:30:00,0.00190680,0.00190780,0.00184440,0.00187200,99538.46000000,1594882799999,186.47478769,8739,33056.51000000,62.02148306,0
2020-07-16 07:00:00,0.00187200,0.00187250,0.00182380,0.00184320,76710.79000000,1594884599999,141.57318701,7399,25355.90000000,46.79768853,0
2020-07-16 07:30:00,0.00184310,0.00184930,0.00183400,0.00184190,27338.01000000,1594886399999,50.34124119,2921,9175.36000000,16.89812704,0
2020-07-16 08:00:00,0.00184200,0.00185240,0.00183980,0.00184970,20829.60000000,1594888199999,38.48081918,2001,12486.52000000,23.07309817,0
2020-07-16 08:30:00,0.00185000,0.00185080,0.00183840,0.00184370,16218.41000000,1594889999999,29.91001738,1900,5575.34000000,10.28841705,0
2020-07-16 09:00:00,0.00184370,0.00184470,0.00183530,0.00183900,17592.01000000,1594891799999,32.35783204,1994,8164.28000000,15.02032430,0
2020-07-16 09:30:00,0.00183890,0.00184330,0.00183500,0.00183570,23940.94000000,1594893599999,44.03389614,1772,8486.99000000,15.61391738,0
2020-07-16 10:00:00,0.00183580,0.00184160,0.00182880,0.00183660,29520.72000000,1594895399999,54.13769157,2768,13522.26000000,24.80386344,0
2020-07-16 10:30:00,0.00183670,0.00185500,0.00183610,0.00185360,26750.57000000,1594897199999,49.38119803,2071,7744.00000000,14.29535841,0
