id,price,qty,quoteQty,time,isBuyerMaker,isBestMatch
82035430,0.00204720,1.00000000,0.00204720,1595709137300,False,True
82035431,0.00204740,0.05000000,0.00010237,1595709139661,False,True
82035432,0.00204730,124.96000000,0.25583060,1595709142123,False,True
82035433,0.00204740,1.04000000,0.00212929,1595709142147,False,True
82035434,0.00204760,1.57000000,0.00321473,1595709142147,False,True
82035435,0.00204760,0.05000000,0.00010238,1595709143169,False,True
82035436,0.00204750,0.35000000,0.00071662,1595709147086,False,True
82035437,0.00204680,0.15000000,0.00030702,1595709147363,True,True
82035438,0.00204680,9.22000000,0.01887149,1595709147627,True,True
82035439,0.00204670,69.55000000,0.14234798,1595709147627,True,True
82035440,0.00204660,2.53000000,0.00517789,1595709147627,True,True
82035441,0.00204650,5.35000000,0.01094877,1595709147627,True,True
82035442,0.00204640,4.26000000,0.00871766,1595709147627,True,True
82035443,0.00204640,4.03000000,0.00824699,1595709147627,True,True
82035444,0.00204580,45.45000000,0.09298161,1595709147627,True,True
82035445,0.00204580,359.61000000,0.73569013,1595709147636,False,True
82035446,0.00204750,127.03000000,0.26009392,1595709148608,False,True
82035447,0.00204760,0.27000000,0.00055285,1595709149478,False,True
82035448,0.00204760,3.30000000,0.00675708,1595709149478,False,True
82035449,0.00204760,8.89000000,0.01820316,1595709149532,True,True
82035450,0.00204670,5.35000000,0.01094984,1595709150433,True,True
82035451,0.00204740,1.68000000,0.00343963,1595709151825,False,True
82035452,0.00204740,2.66000000,0.00544608,1595709151825,False,True
82035453,0.00204780,145.70000000,0.29836446,1595709151825,False,True
82035454,0.00204790,2.04000000,0.00417771,1595709151825,False,True
82035455,0.00204800,0.10000000,0.00020480,1595709151825,False,True
82035456,0.00204800,54.83000000,0.11229184,1595709151825,False,True
82035457,0.00204810,3.65000000,0.00747556,1595709151825,False,True
82035458,0.00204830,9.96000000,0.02040106,1595709151825,False,True
82035459,0.00204740,0.24000000,0.00049137,1595709152081,False,True
82035460,0.00204640,0.36000000,0.00073670,1595709152401,True,True
82035461,0.00204760,2.31000000,0.00472995,1595709152536,False,True
82035462,0.00204660,0.12000000,0.00024559,1595709154830,True,True
82035463,0.00204700,148.82000000,0.30463454,1595709162309,True,True
82035464,0.00204720,0.18000000,0.00036849,1595709165064,False,True
82035465,0.00204710,0.05000000,0.00010235,1595709171826,False,True
82035466,0.00204650,5.39000000,0.01103063,1595709175321,True,True
82035467,0.00204650,15.22000000,0.03114773,1595709176767,True,True
82035468,0.00204660,2.02000000,0.00413413,1595709177609,False,True
82035469,0.00204700,0.01000000,0.00002047,1595709177609,False,True
82035470,0.00204700,1.23000000,0.00251781,1595709177983,False,True
82035471,0.00204690,2.39000000,0.00489209,1595709178719,False,True
82035472,0.00204690,14.73000000,0.03015083,1595709179038,False,True
82035473,0.00204700,0.90000000,0.00184230,1595709179038,False,True
82035474,0.00204800,13.97000000,0.02861056,1595709179038,False,True
82035475,0.00204800,0.93000000,0.00190464,1595709179075,False,True
82035476,0.00204710,1.67000000,0.00341865,1595709179808,False,True
82035477,0.00204710,0.12000000,0.00024565,1595709179808,False,True
82035478,0.00204710,1.31000000,0.00268170,1595709180174,False,True
82035479,0.00204730,1.72000000,0.00352135,1595709180532,False,True
82035480,0.00204670,2.45000000,0.00501441,1595709181823,True,True
82035481,0.00204650,0.28000000,0.00057302,1595709181823,True,True
82035482,0.00204540,9.25000000,0.01891995,1595709181823,True,True
82035483,0.00204720,0.87000000,0.00178106,1595709182956,False,True
82035484,0.00204700,68.49000000,0.14019903,1595709186110,False,True
82035485,0.00204650,0.07000000,0.00014325,1595709187643,True,True
82035486,0.00204690,0.83000000,0.00169892,1595709193056,False,True
82035487,0.00204660,49.22000000,0.10073365,1595709194265,False,True
82035488,0.00204660,49.22000000,0.10073365,1595709194287,False,True
82035489,0.00204660,10.70000000,0.02189862,1595709194288,False,True
82035490,0.00204660,0.86000000,0.00176007,1595709194304,False,True
82035491,0.00204760,87.19000000,0.17853024,1595709198376,False,True
82035492,0.00204720,0.58000000,0.00118737,1595709199520,True,True
82035493,0.00204770,60.24000000,0.12335344,1595709206653,False,True
82035494,0.00204770,3.46000000,0.00708504,1595709210325,True,True
82035495,0.00204770,3.05000000,0.00624548,1595709213754,True,True
82035496,0.00204780,0.11000000,0.00022525,1595709214148,False,True
82035497,0.00204770,2.30000000,0.00470971,1595709214982,True,True
82035498,0.00204770,81.00000000,0.16586370,1595709215553,False,True
82035499,0.00204770,0.21000000,0.00043001,1595709218263,False,True
82035500,0.00204770,1.00000000,0.00204770,1595709218681,False,True
82035501,0.00204760,0.08000000,0.00016380,1595709220322,True,True
82035502,0.00204750,7.30000000,0.01494675,1595709220322,True,True
82035503,0.00204760,145.35000000,0.29761866,1595709220987,False,True
82035504,0.00204770,0.37000000,0.00075764,1595709222527,False,True
82035505,0.00204780,1.10000000,0.00225258,1595709222527,False,True
82035506,0.00204780,2.27000000,0.00464850,1595709222887,False,True
82035507,0.00204780,1.39000000,0.00284644,1595709223242,False,True
82035508,0.00204780,0.80000000,0.00163824,1595709223637,False,True
82035509,0.00204780,1.10000000,0.00225258,1595709223990,False,True
82035510,0.00204780,0.71000000,0.00145393,1595709224354,False,True
82035511,0.00204780,0.33000000,0.00067577,1595709224662,False,True
82035512,0.00204750,1.83000000,0.00374692,1595709224974,True,True
82035513,0.00204770,0.30000000,0.00061431,1595709227151,False,True
82035514,0.00204710,2.10000000,0.00429891,1595709228592,True,True
82035515,0.00204700,2.19000000,0.00448293,1595709229829,True,True
82035516,0.00204700,3.49000000,0.00714403,1595709229829,True,True
82035517,0.00204670,2.03000000,0.00415480,1595709229829,True,True
82035518,0.00204720,2.14000000,0.00438100,1595709230657,True,True
82035519,0.00204710,1.87000000,0.00382807,1595709232592,True,True
82035520,0.00204760,145.89000000,0.29872436,1595709234723,False,True
82035521,0.00204770,0.91000000,0.00186340,1595709240612,False,True
82035522,0.00204780,0.09000000,0.00018430,1595709240612,False,True
82035523,0.00204780,0.18000000,0.00036860,1595709242018,False,True
82035524,0.00204770,96.57000000,0.19774638,1595709247745,False,True
82035525,0.00204700,23.54000000,0.04818638,1595709249187,True,True
82035526,0.00204680,1.86000000,0.00380704,1595709249200,True,True
82035527,0.00204650,5.77000000,0.01180830,1595709249995,True,True
82035528,0.00204540,89.45000000,0.18296103,1595709251414,True,True
82035529,0.00204550,4.88000000,0.00998204,1595709251860,True,True
82035530,0.00204550,5.78000000,0.01182299,1595709251863,True,True
82035531,0.00204610,88.81000000,0.18171414,1595709253089,False,True
82035532,0.00204660,2.09000000,0.00427739,1595709253288,False,True
82035533,0.00204670,2.37000000,0.00485067,1595709253487,False,True
82035534,0.00204690,1.73000000,0.00354113,1595709254466,False,True
82035535,0.00204690,2.49000000,0.00509678,1595709256831,True,True
82035536,0.00204680,3.20000000,0.00654976,1595709256831,True,True
82035537,0.00204670,83.35000000,0.17059244,1595709256831,True,True
82035538,0.00204650,3.79000000,0.00775623,1595709260332,True,True
82035539,0.00204660,2.34000000,0.00478904,1595709261297,False,True
82035540,0.00204660,0.83000000,0.00169867,1595709261297,False,True
82035541,0.00204750,55.17000000,0.11296057,1595709261531,False,True
82035542,0.00204760,2.27000000,0.00464805,1595709262034,False,True
82035543,0.00204770,3.87000000,0.00792459,1595709263734,False,True
82035544,0.00204690,90.97000000,0.18620649,1595709267478,True,True
82035545,0.00204770,1.33000000,0.00272344,1595709267943,False,True
82035546,0.00204770,2.00000000,0.00409540,1595709268342,False,True
82035547,0.00204650,1.35000000,0.00276277,1595709273703,True,True
82035548,0.00204660,0.27000000,0.00055258,1595709275172,True,True
82035549,0.00204740,0.10000000,0.00020474,1595709280493,False,True
82035550,0.00204680,62.06000000,0.12702440,1595709282386,True,True
82035551,0.00204740,1.07000000,0.00219071,1595709283170,False,True
82035552,0.00204740,0.09000000,0.00018426,1595709283191,False,True
82035553,0.00204580,1.97000000,0.00403022,1595709283244,True,True
82035554,0.00204580,40.61000000,0.08307993,1595709283244,True,True
82035555,0.00204730,0.65000000,0.00133074,1595709283686,False,True
82035556,0.00204590,0.06000000,0.00012275,1595709283901,True,True
82035557,0.00204740,2.76000000,0.00565082,1595709284932,False,True
