Aggregated trade id,Price,Quantity,First breakdown trade id,Last breakdown trade id,Trade time,Maker,Ignored
67395482,0.00188080,2.87000000,81761596,81761596,1595460058508,False,True
67395483,0.00188110,1.74000000,81761597,81761597,1595460058508,False,True
67395484,0.00188120,0.39000000,81761598,81761598,1595460058508,False,True
67395485,0.00188050,2.12000000,81761599,81761599,1595460062087,True,True
67395486,0.00188030,0.10000000,81761600,81761600,1595460070595,True,True
67395487,0.00188050,3.34000000,81761601,81761601,1595460075111,False,True
67395488,0.00188050,1.83000000,81761602,81761602,1595460076492,False,True
67395489,0.00188080,0.07000000,81761603,81761603,1595460080622,False,True
67395490,0.00188070,0.53000000,81761604,81761604,1595460081998,False,True
67395491,0.00188070,5.05000000,81761605,81761606,1595460082439,False,True
67395492,0.00188030,1.47000000,81761607,81761607,1595460086575,True,True
67395493,0.00188030,1.98000000,81761608,81761608,1595460089184,False,True
67395494,0.00188090,0.25000000,81761609,81761609,1595460089184,False,True
67395495,0.00188000,0.10000000,81761610,81761610,1595460094001,True,True
67395496,0.00187930,0.12000000,81761611,81761611,1595460094210,False,True
67395497,0.00187870,0.45000000,81761612,81761612,1595460095228,False,True
67395498,0.00187840,5.64000000,81761613,81761613,1595460097575,False,True
67395499,0.00187820,0.13000000,81761614,81761614,1595460100830,True,True
67395500,0.00187840,0.01000000,81761615,81761615,1595460103466,False,True
67395501,0.00187850,0.99000000,81761616,81761616,1595460103466,False,True
67395502,0.00187820,0.07000000,81761617,81761617,1595460104666,True,True
67395503,0.00187840,1.00000000,81761618,81761618,1595460105556,False,True
67395504,0.00187840,0.60000000,81761619,81761619,1595460112410,False,True
67395505,0.00187880,0.09000000,81761620,81761620,1595460112676,True,True
67395506,0.00187930,0.11000000,81761621,81761621,1595460114291,True,True
67395507,0.00188000,0.06000000,81761622,81761622,1595460119578,False,True
67395508,0.00187970,2.02000000,81761623,81761623,1595460121014,False,True
67395509,0.00187960,5.21000000,81761624,81761625,1595460121122,False,True
67395510,0.00187930,1.48000000,81761626,81761626,1595460121910,True,True
67395511,0.00188030,0.11000000,81761627,81761627,1595460128667,False,True
67395512,0.00188000,0.80000000,81761628,81761628,1595460136586,False,True
67395513,0.00188020,1.55000000,81761629,81761629,1595460136586,False,True
67395514,0.00188070,0.65000000,81761630,81761630,1595460136586,False,True
67395515,0.00188030,1.98000000,81761631,81761631,1595460137621,True,True
67395516,0.00188030,0.45000000,81761632,81761632,1595460140233,False,True
67395517,0.00188050,0.10000000,81761633,81761633,1595460142651,False,True
67395518,0.00188000,1.85000000,81761634,81761634,1595460144401,True,True
67395519,0.00188040,0.21000000,81761635,81761635,1595460146333,False,True
67395520,0.00188000,0.13000000,81761636,81761636,1595460146379,True,True
67395521,0.00187990,0.08000000,81761637,81761637,1595460147296,True,True
67395522,0.00187990,0.75000000,81761638,81761638,1595460148227,True,True
67395523,0.00187990,0.33000000,81761639,81761639,1595460148440,True,True
67395524,0.00187970,0.09000000,81761640,81761640,1595460151594,True,True
67395525,0.00187970,0.09000000,81761641,81761641,1595460156435,True,True
67395526,0.00188010,0.20000000,81761642,81761642,1595460159555,False,True
67395527,0.00188000,10.99000000,81761643,81761643,1595460164141,False,True
67395528,0.00188020,4.19000000,81761644,81761644,1595460164335,False,True
67395529,0.00188040,0.58000000,81761645,81761645,1595460165092,False,True
67395530,0.00188070,0.24000000,81761646,81761646,1595460172400,False,True
67395531,0.00188060,3.56000000,81761647,81761647,1595460172667,True,True
67395532,0.00188050,3.27000000,81761648,81761648,1595460172667,True,True
67395533,0.00188060,5.21000000,81761649,81761649,1595460173937,True,True
67395534,0.00188070,9.01000000,81761650,81761651,1595460176835,False,True
67395535,0.00188100,1.93000000,81761652,81761652,1595460176835,False,True
67395536,0.00188140,29.06000000,81761653,81761653,1595460176835,False,True
67395537,0.00188100,0.93000000,81761654,81761654,1595460181337,False,True
67395538,0.00188140,0.92000000,81761655,81761655,1595460192580,False,True
67395539,0.00188200,3.79000000,81761656,81761658,1595460192580,False,True
67395540,0.00188210,0.06000000,81761659,81761659,1595460192580,False,True
67395541,0.00188250,28.84000000,81761660,81761661,1595460192580,False,True
67395542,0.00188240,4.50000000,81761662,81761663,1595460194580,False,True
67395543,0.00188250,29.11000000,81761664,81761664,1595460194580,False,True
67395544,0.00188220,0.18000000,81761665,81761665,1595460194735,True,True
67395545,0.00188240,2.36000000,81761666,81761666,1595460195585,False,True
67395546,0.00188250,1.53000000,81761667,81761667,1595460195585,False,True
67395547,0.00188270,16.05000000,81761668,81761668,1595460195585,False,True
67395548,0.00188280,13.67000000,81761669,81761670,1595460195585,False,True
67395549,0.00188220,1.57000000,81761671,81761671,1595460195954,True,True
67395550,0.00188190,0.08000000,81761672,81761672,1595460196234,True,True
67395551,0.00188190,1.10000000,81761673,81761673,1595460196422,True,True
67395552,0.00188200,2.00000000,81761674,81761674,1595460198354,True,True
67395553,0.00188150,0.13000000,81761675,81761675,1595460201348,True,True
67395554,0.00188150,0.10000000,81761676,81761676,1595460203898,True,True
67395555,0.00188180,2.09000000,81761677,81761677,1595460205338,False,True
67395556,0.00188200,2.45000000,81761678,81761678,1595460205446,False,True
67395557,0.00188180,1.54000000,81761679,81761679,1595460206992,True,True
67395558,0.00188150,0.97000000,81761680,81761680,1595460208053,True,True
67395559,0.00188130,0.06000000,81761681,81761681,1595460208160,True,True
67395560,0.00188110,1.07000000,81761682,81761682,1595460210182,False,True
67395561,0.00188110,3.58000000,81761683,81761683,1595460210275,False,True
67395562,0.00188050,0.10000000,81761684,81761684,1595460215379,True,True
67395563,0.00188090,2.83000000,81761685,81761685,1595460220091,False,True
67395564,0.00188090,7.17000000,81761686,81761686,1595460224130,True,True
67395565,0.00188190,0.96000000,81761687,81761687,1595460237481,True,True
67395566,0.00188190,0.07000000,81761688,81761688,1595460241898,False,True
67395567,0.00188140,1.35000000,81761689,81761689,1595460241956,True,True
67395568,0.00188160,1.91000000,81761690,81761690,1595460243523,False,True
67395569,0.00188210,2.84000000,81761691,81761691,1595460243523,False,True
67395570,0.00188220,14.75000000,81761692,81761692,1595460243523,False,True
67395571,0.00188170,115.38000000,81761693,81761693,1595460249927,True,True
67395572,0.00188160,2.18000000,81761694,81761694,1595460249927,True,True
67395573,0.00188090,4.54000000,81761695,81761695,1595460249927,True,True
67395574,0.00188070,57.04000000,81761696,81761696,1595460249927,True,True
67395575,0.00188060,23.75000000,81761697,81761697,1595460249927,True,True
67395576,0.00188170,0.16000000,81761698,81761698,1595460252941,False,True
67395577,0.00188170,0.06000000,81761699,81761699,1595460253092,False,True
67395578,0.00188120,0.12000000,81761700,81761700,1595460256182,True,True
67395579,0.00188150,1.69000000,81761701,81761701,1595460259783,False,True
67395580,0.00188180,1.31000000,81761702,81761702,1595460259783,False,True
